AUTH_METHOD;TIMESTAMP;ACCOUNT_UID;ACCOUNT_NAME;ACCOUNT_EMAIL;ACCOUNT_ORGANIZATION_UID;ACCOUNT_ORGANIZATION_NAME;ACCOUNT_TAGS;FINDING_UID;PROVIDER;CHECK_ID;CHECK_TITLE;CHECK_TYPE;STATUS;STATUS_EXTENDED;MUTED;SERVICE_NAME;SUBSERVICE_NAME;SEVERITY;RESOURCE_TYPE;RESOURCE_UID;RESOURCE_NAME;RESOURCE_DETAILS;RESOURCE_TAGS;PARTITION;REGION;DESCRIPTION;RISK;RELATED_URL;REMEDIATION_RECOMMENDATION_TEXT;REMEDIATION_RECOMMENDATION_URL;REMEDIATION_CODE_NATIVEIAC;REMEDIATION_CODE_TERRAFORM;REMEDIATION_CODE_CLI;REMEDIATION_CODE_OTHER;COMPLIANCE;CATEGORIES;DEPENDS_ON;RELATED_TO;NOTES;PROWLER_VERSION
profile: None;2025-07-09 05:17:29.653859;311278774159;;;;;;prowler-aws-elasticache_redis_cluster_rest_encryption_enabled-311278774159-ap-northeast-2-vuln-redis-rg;aws;elasticache_redis_cluster_rest_encryption_enabled;Ensure Elasticache Redis cache clusters have at rest encryption enabled.;;FAIL;Elasticache Redis cache cluster vuln-redis-rg does not have at rest encryption enabled.;False;elasticache;;medium;Other;arn:aws:elasticache:ap-northeast-2:311278774159:replicationgroup:vuln-redis-rg;vuln-redis-rg;;Name=vuln-redis;aws;ap-northeast-2;Ensure Elasticache Redis cache clusters have at rest encryption enabled.;There is a risk of exposing sensitive data if Elasticache Redis cache clusters does not have at rest encryption enabled.;https://docs.aws.amazon.com/securityhub/latest/userguide/elasticache-controls.html#elasticache-4;Ensure your Elasticache Redis cache clusters have at rest encryption enabled.;https://docs.aws.amazon.com/AmazonElastiCache/latest/red-ug/at-rest-encryption.html#at-rest-encryption-enable;https://docs.prowler.com/checks/aws/general-policies/general_9#cloudformation;https://docs.prowler.com/checks/aws/general-policies/general_9#terraform;;https://docs.prowler.com/checks/aws/general-policies/general_9/;KISA-ISMS-P-2023: 2.7.1 | KISA-ISMS-P-2023-korean: 2.7.1 | KISA-ISMS-P-2023-korean(whs3_cloudguardian): 2.7.1, 2.7.1 | PCI-4.0: 3.5.1.18, 8.3.2.25 | ISO27001-2022: A.8.11, A.8.24;encryption;;;;5.9.0
profile: None;2025-07-09 05:17:29.653859;311278774159;;;;;;prowler-aws-elbv2_deletion_protection-311278774159-ap-northeast-2-vuln-public-alb;aws;elbv2_deletion_protection;Check if Elastic Load Balancers have deletion protection enabled.;Data Protection;FAIL;ELBv2 vuln-public-alb does not have deletion protection enabled.;False;elbv2;;medium;AwsElbv2LoadBalancer;arn:aws:elasticloadbalancing:ap-northeast-2:311278774159:loadbalancer/app/vuln-public-alb/160762368debd342;vuln-public-alb;;Name=vuln-public-alb;aws;ap-northeast-2;Check if Elastic Load Balancers have deletion protection enabled.;If deletion protection is not enabled, the resource is not protected against deletion.;;Enable deletion protection attribute, this is not enabled by default.;https://docs.aws.amazon.com/elasticloadbalancing/latest/application/application-load-balancers.html#deletion-protection;;https://docs.prowler.com/checks/aws/general-policies/bc_aws_networking_62#terraform;aws elbv2 modify-load-balancer-attributes --load-balancer-arn <lb_arn> --attributes Key=deletion_protection.enabled,Value=true;https://www.trendmicro.com/cloudoneconformity/knowledge-base/aws/ELBv2/deletion-protection.html;CISA: your-systems-3, your-data-4 | AWS-Foundational-Security-Best-Practices: ELB.6 | KISA-ISMS-P-2023: 2.9.2, 2.12.1, 2.12.2 | HIPAA: 164_308_a_1_ii_b | KISA-ISMS-P-2023-korean: 2.9.2, 2.12.1, 2.12.2 | KISA-ISMS-P-2023-korean(whs3_cloudguardian): 2.9.2, 2.12.1, 2.12.2, 2.9.2, 2.12.1, 2.12.2 | GxP-21-CFR-Part-11: 11.10-a | NIST-800-171-Revision-2: 3_4_1, 3_13_2 | NIST-800-53-Revision-4: cm_2, cp_10 | NIST-800-53-Revision-5: ca_7_4_c, cm_2_a, cm_2_2, cm_3_a, cm_8_6, cp_1_a_1_b, cp_1_a_2, cp_2_a, cp_2_a_6, cp_2_a_7, cp_2_d, cp_2_e, cp_2_5, sa_15_a_4, sc_5_2, sc_22 | NIST-CSF-1.1: be_5, ds_4, ds_7, ip_3, ip_9, pt_5, rp_1, rp_1 | FFIEC: d5-ir-pl-b-6 | FedRamp-Moderate-Revision-4: cp-10, sc-5 | FedRAMP-Low-Revision-4: cm-2, cp-10, sc-5;;;;;5.9.0
profile: None;2025-07-09 05:17:29.653859;311278774159;;;;;;prowler-aws-elbv2_deletion_protection-311278774159-ap-northeast-2-vuln-internal-alb;aws;elbv2_deletion_protection;Check if Elastic Load Balancers have deletion protection enabled.;Data Protection;FAIL;ELBv2 vuln-internal-alb does not have deletion protection enabled.;False;elbv2;;medium;AwsElbv2LoadBalancer;arn:aws:elasticloadbalancing:ap-northeast-2:311278774159:loadbalancer/app/vuln-internal-alb/359017180dcc6fd9;vuln-internal-alb;;Name=safe-internal-alb;aws;ap-northeast-2;Check if Elastic Load Balancers have deletion protection enabled.;If deletion protection is not enabled, the resource is not protected against deletion.;;Enable deletion protection attribute, this is not enabled by default.;https://docs.aws.amazon.com/elasticloadbalancing/latest/application/application-load-balancers.html#deletion-protection;;https://docs.prowler.com/checks/aws/general-policies/bc_aws_networking_62#terraform;aws elbv2 modify-load-balancer-attributes --load-balancer-arn <lb_arn> --attributes Key=deletion_protection.enabled,Value=true;https://www.trendmicro.com/cloudoneconformity/knowledge-base/aws/ELBv2/deletion-protection.html;CISA: your-systems-3, your-data-4 | AWS-Foundational-Security-Best-Practices: ELB.6 | KISA-ISMS-P-2023: 2.9.2, 2.12.1, 2.12.2 | HIPAA: 164_308_a_1_ii_b | KISA-ISMS-P-2023-korean: 2.9.2, 2.12.1, 2.12.2 | KISA-ISMS-P-2023-korean(whs3_cloudguardian): 2.9.2, 2.12.1, 2.12.2, 2.9.2, 2.12.1, 2.12.2 | GxP-21-CFR-Part-11: 11.10-a | NIST-800-171-Revision-2: 3_4_1, 3_13_2 | NIST-800-53-Revision-4: cm_2, cp_10 | NIST-800-53-Revision-5: ca_7_4_c, cm_2_a, cm_2_2, cm_3_a, cm_8_6, cp_1_a_1_b, cp_1_a_2, cp_2_a, cp_2_a_6, cp_2_a_7, cp_2_d, cp_2_e, cp_2_5, sa_15_a_4, sc_5_2, sc_22 | NIST-CSF-1.1: be_5, ds_4, ds_7, ip_3, ip_9, pt_5, rp_1, rp_1 | FFIEC: d5-ir-pl-b-6 | FedRamp-Moderate-Revision-4: cp-10, sc-5 | FedRAMP-Low-Revision-4: cm-2, cp-10, sc-5;;;;;5.9.0
profile: None;2025-07-09 05:17:29.653859;311278774159;;;;;;prowler-aws-elbv2_desync_mitigation_mode-311278774159-ap-northeast-2-vuln-public-alb;aws;elbv2_desync_mitigation_mode;Check whether the Application Load Balancer is configured with strictest desync mitigation mode, if not check if at least is configured with the drop_invalid_header_fields attribute;Data Protection;PASS;ELBv2 ALB vuln-public-alb is configured with correct desync mitigation mode.;False;elbv2;;medium;AwsElbv2LoadBalancer;arn:aws:elasticloadbalancing:ap-northeast-2:311278774159:loadbalancer/app/vuln-public-alb/160762368debd342;vuln-public-alb;;Name=vuln-public-alb;aws;ap-northeast-2;Check whether the Application Load Balancer is configured with strictest desync mitigation mode, if not check if at least is configured with the drop_invalid_header_fields attribute;HTTP Desync issues can lead to request smuggling and make your applications vulnerable to request queue or cache poisoning, which could lead to credential hijacking or execution of unauthorized commands.;https://docs.aws.amazon.com/elasticloadbalancing/latest/application/application-load-balancers.html#desync-mitigation-mode;Ensure Application Load Balancer is configured with strictest desync mitigation mode or with the drop_invalid_header_fields attribute enabled;https://aws.amazon.com/about-aws/whats-new/2020/08/application-and-classic-load-balancers-adding-defense-in-depth-with-introduction-of-desync-mitigation-mode/;;;aws elbv2 modify-load-balancer-attributes --load-balancer-arn <alb arn> --attributes Key=routing.http.desync_mitigation_mode,Value=<defensive/strictest>;https://docs.aws.amazon.com/securityhub/latest/userguide/elb-controls.html#elb-12;AWS-Foundational-Security-Best-Practices: ELB.12 | KISA-ISMS-P-2023: 2.10.3 | KISA-ISMS-P-2023-korean: 2.10.3 | KISA-ISMS-P-2023-korean(whs3_cloudguardian): 2.10.3, 2.10.3 | AWS-Well-Architected-Framework-Security-Pillar: SEC05-BP03 | PCI-3.2.1: 6.6;;;;;5.9.0
profile: None;2025-07-09 05:17:29.653859;311278774159;;;;;;prowler-aws-elbv2_desync_mitigation_mode-311278774159-ap-northeast-2-vuln-internal-alb;aws;elbv2_desync_mitigation_mode;Check whether the Application Load Balancer is configured with strictest desync mitigation mode, if not check if at least is configured with the drop_invalid_header_fields attribute;Data Protection;PASS;ELBv2 ALB vuln-internal-alb is configured with correct desync mitigation mode.;False;elbv2;;medium;AwsElbv2LoadBalancer;arn:aws:elasticloadbalancing:ap-northeast-2:311278774159:loadbalancer/app/vuln-internal-alb/359017180dcc6fd9;vuln-internal-alb;;Name=safe-internal-alb;aws;ap-northeast-2;Check whether the Application Load Balancer is configured with strictest desync mitigation mode, if not check if at least is configured with the drop_invalid_header_fields attribute;HTTP Desync issues can lead to request smuggling and make your applications vulnerable to request queue or cache poisoning, which could lead to credential hijacking or execution of unauthorized commands.;https://docs.aws.amazon.com/elasticloadbalancing/latest/application/application-load-balancers.html#desync-mitigation-mode;Ensure Application Load Balancer is configured with strictest desync mitigation mode or with the drop_invalid_header_fields attribute enabled;https://aws.amazon.com/about-aws/whats-new/2020/08/application-and-classic-load-balancers-adding-defense-in-depth-with-introduction-of-desync-mitigation-mode/;;;aws elbv2 modify-load-balancer-attributes --load-balancer-arn <alb arn> --attributes Key=routing.http.desync_mitigation_mode,Value=<defensive/strictest>;https://docs.aws.amazon.com/securityhub/latest/userguide/elb-controls.html#elb-12;AWS-Foundational-Security-Best-Practices: ELB.12 | KISA-ISMS-P-2023: 2.10.3 | KISA-ISMS-P-2023-korean: 2.10.3 | KISA-ISMS-P-2023-korean(whs3_cloudguardian): 2.10.3, 2.10.3 | AWS-Well-Architected-Framework-Security-Pillar: SEC05-BP03 | PCI-3.2.1: 6.6;;;;;5.9.0
profile: None;2025-07-09 05:17:29.653859;311278774159;;;;;;prowler-aws-elbv2_insecure_ssl_ciphers-311278774159-ap-northeast-2-vuln-public-alb;aws;elbv2_insecure_ssl_ciphers;Check if Elastic Load Balancers have insecure SSL ciphers.;Data Protection;PASS;ELBv2 vuln-public-alb does not have insecure SSL protocols or ciphers.;False;elbv2;;medium;AwsElbv2LoadBalancer;arn:aws:elasticloadbalancing:ap-northeast-2:311278774159:loadbalancer/app/vuln-public-alb/160762368debd342;vuln-public-alb;;Name=vuln-public-alb;aws;ap-northeast-2;Check if Elastic Load Balancers have insecure SSL ciphers.;Using insecure ciphers could affect privacy of in transit information.;;Use a Security policy with ciphers that are as strong as possible. Drop legacy and insecure ciphers.;https://docs.aws.amazon.com/elasticloadbalancing/latest/application/create-https-listener.html#describe-ssl-policies;;https://docs.prowler.com/checks/aws/general-policies/bc_aws_general_43#terraform;aws elbv2 modify-listener --listener-arn <lb_arn> --ssl-policy ELBSecurityPolicy-TLS13-1-2-Ext2-2021-06;https://www.trendmicro.com/cloudoneconformity/knowledge-base/aws/ELBv2/security-policy.html;ISO27001-2013: A.10.1 | KISA-ISMS-P-2023: 2.7.1, 2.10.3, 2.10.5 | KISA-ISMS-P-2023-korean: 2.7.1, 2.10.3, 2.10.5 | KISA-ISMS-P-2023-korean(whs3_cloudguardian): 2.7.1, 2.10.3, 2.10.5, 2.7.1, 2.10.3, 2.10.5 | GxP-21-CFR-Part-11: 11.30 | AWS-Well-Architected-Framework-Security-Pillar: SEC09-BP02 | NIST-800-171-Revision-2: 3_5_10 | NIST-800-53-Revision-5: sc_8_1, sc_23_5 | ENS-RD2022: mp.com.3.aws.elb.1, mp.com.3.aws.elb.2 | RBI-Cyber-Security-Framework: annex_i_1_3 | FFIEC: d3-pc-am-b-13 | FedRamp-Moderate-Revision-4: sc-8-1, sc-8;encryption;;;;5.9.0
profile: None;2025-07-09 05:17:29.653859;311278774159;;;;;;prowler-aws-elbv2_insecure_ssl_ciphers-311278774159-ap-northeast-2-vuln-internal-alb;aws;elbv2_insecure_ssl_ciphers;Check if Elastic Load Balancers have insecure SSL ciphers.;Data Protection;PASS;ELBv2 vuln-internal-alb does not have insecure SSL protocols or ciphers.;False;elbv2;;medium;AwsElbv2LoadBalancer;arn:aws:elasticloadbalancing:ap-northeast-2:311278774159:loadbalancer/app/vuln-internal-alb/359017180dcc6fd9;vuln-internal-alb;;Name=safe-internal-alb;aws;ap-northeast-2;Check if Elastic Load Balancers have insecure SSL ciphers.;Using insecure ciphers could affect privacy of in transit information.;;Use a Security policy with ciphers that are as strong as possible. Drop legacy and insecure ciphers.;https://docs.aws.amazon.com/elasticloadbalancing/latest/application/create-https-listener.html#describe-ssl-policies;;https://docs.prowler.com/checks/aws/general-policies/bc_aws_general_43#terraform;aws elbv2 modify-listener --listener-arn <lb_arn> --ssl-policy ELBSecurityPolicy-TLS13-1-2-Ext2-2021-06;https://www.trendmicro.com/cloudoneconformity/knowledge-base/aws/ELBv2/security-policy.html;ISO27001-2013: A.10.1 | KISA-ISMS-P-2023: 2.7.1, 2.10.3, 2.10.5 | KISA-ISMS-P-2023-korean: 2.7.1, 2.10.3, 2.10.5 | KISA-ISMS-P-2023-korean(whs3_cloudguardian): 2.7.1, 2.10.3, 2.10.5, 2.7.1, 2.10.3, 2.10.5 | GxP-21-CFR-Part-11: 11.30 | AWS-Well-Architected-Framework-Security-Pillar: SEC09-BP02 | NIST-800-171-Revision-2: 3_5_10 | NIST-800-53-Revision-5: sc_8_1, sc_23_5 | ENS-RD2022: mp.com.3.aws.elb.1, mp.com.3.aws.elb.2 | RBI-Cyber-Security-Framework: annex_i_1_3 | FFIEC: d3-pc-am-b-13 | FedRamp-Moderate-Revision-4: sc-8-1, sc-8;encryption;;;;5.9.0
profile: None;2025-07-09 05:17:29.653859;311278774159;;;;;;prowler-aws-elbv2_internet_facing-311278774159-ap-northeast-2-vuln-public-alb;aws;elbv2_internet_facing;Check for internet facing Elastic Load Balancers.;Data Protection;PASS;ELBv2 ALB vuln-public-alb has an internet facing scheme with domain vuln-public-alb-1345544184.ap-northeast-2.elb.amazonaws.com but is not public.;False;elbv2;;medium;AwsElbv2LoadBalancer;arn:aws:elasticloadbalancing:ap-northeast-2:311278774159:loadbalancer/app/vuln-public-alb/160762368debd342;vuln-public-alb;;Name=vuln-public-alb;aws;ap-northeast-2;Check for internet facing Elastic Load Balancers.;Publicly accessible load balancers could expose sensitive data to bad actors.;;Ensure the load balancer should be publicly accessible. If publicly exposed ensure a WAF ACL is implemented.;https://docs.aws.amazon.com/waf/latest/developerguide/web-acl-associating-aws-resource.html;;;;https://www.trendmicro.com/cloudoneconformity/knowledge-base/aws/ELBv2/internet-facing-load-balancers.html;KISA-ISMS-P-2023: 2.6.1 | KISA-ISMS-P-2023-korean: 2.6.1 | KISA-ISMS-P-2023-korean(whs3_cloudguardian): 2.6.1, 2.6.1 | AWS-Well-Architected-Framework-Security-Pillar: SEC03-BP07 | ProwlerThreatScore-1.0: 2.3.10 | ISO27001-2022: A.8.1;internet-exposed;;;;5.9.0
profile: None;2025-07-09 05:17:29.653859;311278774159;;;;;;prowler-aws-elbv2_internet_facing-311278774159-ap-northeast-2-vuln-internal-alb;aws;elbv2_internet_facing;Check for internet facing Elastic Load Balancers.;Data Protection;PASS;ELBv2 ALB vuln-internal-alb is not internet facing.;False;elbv2;;medium;AwsElbv2LoadBalancer;arn:aws:elasticloadbalancing:ap-northeast-2:311278774159:loadbalancer/app/vuln-internal-alb/359017180dcc6fd9;vuln-internal-alb;;Name=safe-internal-alb;aws;ap-northeast-2;Check for internet facing Elastic Load Balancers.;Publicly accessible load balancers could expose sensitive data to bad actors.;;Ensure the load balancer should be publicly accessible. If publicly exposed ensure a WAF ACL is implemented.;https://docs.aws.amazon.com/waf/latest/developerguide/web-acl-associating-aws-resource.html;;;;https://www.trendmicro.com/cloudoneconformity/knowledge-base/aws/ELBv2/internet-facing-load-balancers.html;KISA-ISMS-P-2023: 2.6.1 | KISA-ISMS-P-2023-korean: 2.6.1 | KISA-ISMS-P-2023-korean(whs3_cloudguardian): 2.6.1, 2.6.1 | AWS-Well-Architected-Framework-Security-Pillar: SEC03-BP07 | ProwlerThreatScore-1.0: 2.3.10 | ISO27001-2022: A.8.1;internet-exposed;;;;5.9.0
profile: None;2025-07-09 05:17:29.653859;311278774159;;;;;;prowler-aws-elbv2_is_in_multiple_az-311278774159-ap-northeast-2-vuln-public-alb;aws;elbv2_is_in_multiple_az;Elastic Load Balancer V2 (ELBv2) is Configured Across Multiple Availability Zones (AZs);;PASS;ELBv2 vuln-public-alb is at least in 2 AZs: ap-northeast-2c, ap-northeast-2a.;False;elbv2;;medium;AwsElbv2LoadBalancer;arn:aws:elasticloadbalancing:ap-northeast-2:311278774159:loadbalancer/app/vuln-public-alb/160762368debd342;vuln-public-alb;;Name=vuln-public-alb;aws;ap-northeast-2;Ensure whether Elastic Load Balancer V2 (Application, Network, or Gateway Load Balancer) is configured to operate across multiple Availability Zones (AZs). Ensuring that your load balancer is spread across at least two AZs helps maintain high availability and fault tolerance in case of an AZ failure.;If an ELBv2 is not configured across multiple AZs, there is a risk that an Availability Zone failure could lead to downtime for your application. This could result in a single point of failure, impacting the availability and reliability of your services.;https://docs.aws.amazon.com/elasticloadbalancing/latest/userguide/how-elastic-load-balancing-works.html#availability-zones;It is recommended to configure your ELBv2 to operate across at least two Availability Zones to enhance fault tolerance and availability.;https://docs.aws.amazon.com/elasticloadbalancing/latest/application/load-balancer-subnets.html;;https://www.trendmicro.com/cloudoneconformity/knowledge-base/aws/ELBv2/enable-multi-az.html;;https://docs.aws.amazon.com/securityhub/latest/userguide/elb-controls.html#elb-13;AWS-Foundational-Security-Best-Practices: ELB.13 | KISA-ISMS-P-2023: 2.9.2, 2.12.1, 2.12.2 | KISA-ISMS-P-2023-korean: 2.9.2, 2.12.1, 2.12.2 | KISA-ISMS-P-2023-korean(whs3_cloudguardian): 2.9.2, 2.12.1, 2.12.2, 2.9.2, 2.12.1, 2.12.2 | ISO27001-2022: A.8.14;redundancy;;;;5.9.0
profile: None;2025-07-09 05:17:29.653859;311278774159;;;;;;prowler-aws-elbv2_is_in_multiple_az-311278774159-ap-northeast-2-vuln-internal-alb;aws;elbv2_is_in_multiple_az;Elastic Load Balancer V2 (ELBv2) is Configured Across Multiple Availability Zones (AZs);;PASS;ELBv2 vuln-internal-alb is at least in 2 AZs: ap-northeast-2a, ap-northeast-2c.;False;elbv2;;medium;AwsElbv2LoadBalancer;arn:aws:elasticloadbalancing:ap-northeast-2:311278774159:loadbalancer/app/vuln-internal-alb/359017180dcc6fd9;vuln-internal-alb;;Name=safe-internal-alb;aws;ap-northeast-2;Ensure whether Elastic Load Balancer V2 (Application, Network, or Gateway Load Balancer) is configured to operate across multiple Availability Zones (AZs). Ensuring that your load balancer is spread across at least two AZs helps maintain high availability and fault tolerance in case of an AZ failure.;If an ELBv2 is not configured across multiple AZs, there is a risk that an Availability Zone failure could lead to downtime for your application. This could result in a single point of failure, impacting the availability and reliability of your services.;https://docs.aws.amazon.com/elasticloadbalancing/latest/userguide/how-elastic-load-balancing-works.html#availability-zones;It is recommended to configure your ELBv2 to operate across at least two Availability Zones to enhance fault tolerance and availability.;https://docs.aws.amazon.com/elasticloadbalancing/latest/application/load-balancer-subnets.html;;https://www.trendmicro.com/cloudoneconformity/knowledge-base/aws/ELBv2/enable-multi-az.html;;https://docs.aws.amazon.com/securityhub/latest/userguide/elb-controls.html#elb-13;AWS-Foundational-Security-Best-Practices: ELB.13 | KISA-ISMS-P-2023: 2.9.2, 2.12.1, 2.12.2 | KISA-ISMS-P-2023-korean: 2.9.2, 2.12.1, 2.12.2 | KISA-ISMS-P-2023-korean(whs3_cloudguardian): 2.9.2, 2.12.1, 2.12.2, 2.9.2, 2.12.1, 2.12.2 | ISO27001-2022: A.8.14;redundancy;;;;5.9.0
profile: None;2025-07-09 05:17:29.653859;311278774159;;;;;;prowler-aws-elbv2_listeners_underneath-311278774159-ap-northeast-2-vuln-public-alb;aws;elbv2_listeners_underneath;Check if ELBV2 has listeners underneath.;Data Protection;PASS;ELBv2 vuln-public-alb has listeners underneath.;False;elbv2;;medium;AwsElbv2LoadBalancer;arn:aws:elasticloadbalancing:ap-northeast-2:311278774159:loadbalancer/app/vuln-public-alb/160762368debd342;vuln-public-alb;;Name=vuln-public-alb;aws;ap-northeast-2;Check if ELBV2 has listeners underneath.;The rules that are defined for a listener determine how the load balancer routes requests to its registered targets.;;Add listeners to Elastic Load Balancers V2.;https://docs.aws.amazon.com/elasticloadbalancing/latest/application/load-balancer-listeners.html;;;;;KISA-ISMS-P-2023: 2.6.1 | KISA-ISMS-P-2023-korean: 2.6.1 | KISA-ISMS-P-2023-korean(whs3_cloudguardian): 2.6.1, 2.6.1 | AWS-Well-Architected-Framework-Security-Pillar: SEC03-BP06;;;;;5.9.0
profile: None;2025-07-09 05:17:29.653859;311278774159;;;;;;prowler-aws-elbv2_listeners_underneath-311278774159-ap-northeast-2-vuln-internal-alb;aws;elbv2_listeners_underneath;Check if ELBV2 has listeners underneath.;Data Protection;PASS;ELBv2 vuln-internal-alb has listeners underneath.;False;elbv2;;medium;AwsElbv2LoadBalancer;arn:aws:elasticloadbalancing:ap-northeast-2:311278774159:loadbalancer/app/vuln-internal-alb/359017180dcc6fd9;vuln-internal-alb;;Name=safe-internal-alb;aws;ap-northeast-2;Check if ELBV2 has listeners underneath.;The rules that are defined for a listener determine how the load balancer routes requests to its registered targets.;;Add listeners to Elastic Load Balancers V2.;https://docs.aws.amazon.com/elasticloadbalancing/latest/application/load-balancer-listeners.html;;;;;KISA-ISMS-P-2023: 2.6.1 | KISA-ISMS-P-2023-korean: 2.6.1 | KISA-ISMS-P-2023-korean(whs3_cloudguardian): 2.6.1, 2.6.1 | AWS-Well-Architected-Framework-Security-Pillar: SEC03-BP06;;;;;5.9.0
profile: None;2025-07-09 05:17:29.653859;311278774159;;;;;;prowler-aws-elbv2_logging_enabled-311278774159-ap-northeast-2-vuln-public-alb;aws;elbv2_logging_enabled;Check if Elastic Load Balancers have logging enabled.;Logging and Monitoring;FAIL;ELBv2 ALB vuln-public-alb does not have access logs configured.;False;elbv2;;medium;AwsElbv2LoadBalancer;arn:aws:elasticloadbalancing:ap-northeast-2:311278774159:loadbalancer/app/vuln-public-alb/160762368debd342;vuln-public-alb;;Name=vuln-public-alb;aws;ap-northeast-2;Check if Elastic Load Balancers have logging enabled.;If logs are not enabled monitoring of service use and threat analysis is not possible.;;Enable ELB logging, create a log lifecycle and define use cases.;https://docs.aws.amazon.com/elasticloadbalancing/latest/application/load-balancer-access-logs.html;https://docs.prowler.com/checks/aws/logging-policies/bc_aws_logging_22#cloudformation;https://docs.prowler.com/checks/aws/logging-policies/bc_aws_logging_22#terraform;aws elbv2 modify-load-balancer-attributes --load-balancer-arn <lb_arn> --attributes Key=access_logs.s3.enabled,Value=true Key=access_logs.s3.bucket,Value=<bucket_name> Key=access_logs.s3.prefix,Value=<prefix>;https://www.trendmicro.com/cloudoneconformity/knowledge-base/aws/ELBv2/access-log.html;SOC2: cc_7_2, cc_7_3, cc_a_1_1 | GDPR: article_30 | AWS-Foundational-Security-Best-Practices: ELB.5 | KISA-ISMS-P-2023: 2.9.4 | HIPAA: 164_308_a_1_ii_d, 164_308_a_3_ii_a, 164_308_a_6_ii, 164_312_b | KISA-ISMS-P-2023-korean: 2.9.4 | KISA-ISMS-P-2023-korean(whs3_cloudguardian): 2.9.4, 2.9.4 | GxP-21-CFR-Part-11: 11.10-e | AWS-Well-Architected-Framework-Security-Pillar: SEC04-BP01 | NIST-800-171-Revision-2: 3_1_12, 3_3_1, 3_13_1, 3_14_6, 3_14_7 | NIST-800-53-Revision-4: au_2, au_3, au_12 | NIST-800-53-Revision-5: ac_4_26, au_2_b, au_3_a, au_3_b, au_3_c, au_3_d, au_3_e, au_3_f, au_6_3, au_6_4, au_6_6, au_6_9, au_8_b, au_10, au_12_a, au_12_c, au_12_1, au_12_2, au_12_3, au_12_4, au_14_a, au_14_b, au_14_3, ca_7_b, cm_5_1_b, ia_3_3_b, ma_4_1_a, pm_14_a_1, pm_14_b, pm_31, sc_7_9_b, si_4_17, si_7_8 | NIST-CSF-1.1: ae_1, ae_3, ae_4, cm_1, cm_7, am_3, ds_5, pt_1 | RBI-Cyber-Security-Framework: annex_i_7_4 | FFIEC: d2-ma-ma-b-1, d2-ma-ma-b-2, d3-dc-an-b-3, d3-dc-an-b-4, d3-dc-ev-b-1, d3-pc-im-b-3, d5-dr-de-b-3 | PCI-3.2.1: 3.2, 3.2.3, 3.4, 3.4.d, 10.1 | ISO27001-2022: A.8.15 | FedRamp-Moderate-Revision-4: au-2-a-d, au-3, au-6-1-3, au-12-a-c | FedRAMP-Low-Revision-4: au-2 | NIS2: 3.2.3.c;forensics-ready | logging;;;;5.9.0
